Date,Open,High,Low,Close,Adj Close,Volume
2015-08-06,490.847260,491.342560,484.160645,484.878845,467.609406,4018758
2015-08-07,484.903595,492.333160,483.987274,487.553467,470.188782,3973000
2015-08-10,487.627777,489.757599,477.721680,479.901031,462.808868,4286823
2015-08-11,480.941162,482.253723,474.502197,478.464630,461.423615,4043875
2015-08-12,477.275909,478.464630,465.859131,467.023102,450.389587,4453623
2015-08-13,469.053833,472.496216,460.336456,462.292938,445.827911,4310570
2015-08-14,465.710541,481.436462,462.763458,478.935181,461.877411,5879215
2015-08-17,478.464630,478.464630,468.583313,470.886475,454.115387,5010702
2015-08-18,473.511597,473.511597,466.676361,467.617462,450.962799,3059898
2015-08-19,467.567932,475.988098,465.314270,472.818146,455.978271,4096871
2015-08-20,475.468048,475.468048,452.584961,453.847961,437.683716,8772229
2015-08-21,450.727539,451.668640,444.288574,449.712189,433.695251,9253312
2015-08-24,435.868408,435.868408,405.159485,410.880280,396.246399,16445872
2015-08-25,416.477203,426.284241,407.735077,420.092926,405.130859,22846211
2015-08-26,419.919586,433.292816,416.056213,422.693298,407.638702,8747967
2015-08-27,429.330383,436.487549,424.501160,430.494354,415.161865,12459363
2015-08-28,433.391876,437.354309,428.983673,432.104095,416.714294,4970452
2015-08-31,432.326965,432.326965,422.891418,423.931549,408.832855,9557173
2015-09-01,422.940948,422.940948,413.629211,415.981903,401.166290,9989485
2015-09-02,421.009247,424.525909,417.343994,420.786377,405.799683,9069565
2015-09-03,423.015228,426.333771,418.235535,422.916168,407.853607,5381078
2015-09-04,420.860657,420.860657,408.676147,414.025452,399.279541,7476274
2015-09-07,415.189423,418.037415,409.963959,412.688141,397.989868,4723281
2015-09-08,414.074982,422.470398,408.676147,420.315826,405.345886,5953563
2015-09-09,426.457611,435.224518,421.256897,432.921326,417.502411,8002727
2015-09-10,426.457611,431.162994,423.733429,429.429443,414.134888,5110836
2015-09-11,431.905975,433.936707,424.080139,426.432831,411.245026,4907973
2015-09-14,426.829102,428.785553,421.950317,427.869232,412.630249,3675418
2015-09-15,426.952911,430.915344,423.782959,429.429443,414.134888,5311765
2015-09-16,431.955505,434.555847,428.537903,432.178375,416.785950,6195548
2015-09-18,435.100677,445.526855,434.456787,443.496094,427.700562,15811655
2015-09-21,435.868408,439.929901,433.911957,434.927338,419.436951,5875902
2015-09-22,435.868408,438.295410,418.285065,419.969116,405.011505,7266556
2015-09-23,417.542114,424.377319,416.056213,421.182617,406.181793,7024609
2015-09-24,420.018646,420.018646,413.455841,414.743652,399.972168,13419022
2015-09-28,415.957153,416.501984,410.459259,413.208191,398.491364,5364769
2015-09-29,411.103149,421.133087,409.171448,416.427673,401.596222,7316374
2015-09-30,421.504547,428.339752,415.313232,427.101501,411.889862,7980264
2015-10-01,432.871796,432.871796,425.268890,428.290222,413.036255,3998154
2015-10-05,427.349152,440.821442,426.878632,439.830841,424.165771,7391110
2015-10-06,443.619934,446.022156,438.716400,444.808655,428.966339,5690429
2015-10-07,443.149384,454.714752,441.316772,452.609711,436.489563,5314258
2015-10-08,453.154541,453.154541,438.964050,440.375671,424.691223,4962576
2015-10-09,442.827423,448.473907,436.611359,439.508881,423.855347,4304812
2015-10-12,439.830841,446.566986,439.830841,441.688232,425.957092,2867019
2015-10-13,438.369690,443.941864,437.304779,442.604553,426.840790,2844021
2015-10-14,443.694214,448.251038,442.777893,447.235657,431.306946,3693193
2015-10-15,449.588348,451.222870,445.824036,447.607117,431.665131,4175871
2015-10-16,448.003387,453.105011,447.607117,453.105011,436.967224,7036458
2015-10-19,466.082001,478.216980,466.082001,477.226379,460.229492,15462946
2015-10-20,477.969330,478.811340,472.025665,473.858307,456.981384,8349406
2015-10-21,473.263916,482.823303,472.025665,473.016266,456.169312,6647651
2015-10-23,477.449249,481.956543,466.156311,473.338226,456.479828,5608802
2015-10-26,476.433868,476.978729,466.230591,466.998322,450.365723,5048242
2015-10-27,464.992340,469.672974,464.298920,465.363831,448.789459,5354228
2015-10-28,464.051270,468.013702,460.584137,464.076019,447.547516,5518950
2015-10-29,463.605469,468.063232,463.085419,466.082001,449.482025,6128894
2015-10-30,466.626831,473.462067,465.636230,469.400543,452.682373,6168572
2015-11-02,470.044434,476.235748,468.162292,475.393738,458.462128,3332972
2015-11-03,477.102539,480.668732,476.111938,479.058990,461.996826,5248878
2015-11-04,479.455231,482.922363,468.657593,471.183655,454.402008,4630314
2015-11-05,470.044434,471.035065,462.119568,463.902679,447.380310,4969178
2015-11-06,465.314270,472.892456,464.546570,471.728485,454.927399,3861457
2015-11-09,462.367218,477.969330,457.389404,476.111938,459.154724,7860126
2015-11-10,474.006897,475.245148,453.847961,457.042694,440.764679,5300897
2015-11-13,453.228851,464.868500,452.956421,462.144348,445.684631,6314390
2015-11-16,458.652435,466.577301,458.033295,462.763458,446.281677,7082429
2015-11-17,464.620850,465.041870,458.751495,459.519226,443.152985,3963426
2015-11-18,459.444916,461.277557,450.702789,451.718170,435.629791,5191514
2015-11-19,455.135773,464.942810,454.318512,462.986359,446.496674,5622547
2015-11-20,462.614868,471.926605,458.429535,468.979553,452.276367,5216916
2015-11-23,470.539764,474.452667,468.657593,472.397156,455.572235,4845525
2015-11-24,472.025665,481.238342,471.059814,479.306641,462.235657,6833048
2015-11-26,480.941162,491.317810,479.579071,489.683289,472.242737,10986386
2015-11-27,489.856659,491.590210,482.476593,484.928375,467.657166,5026593
2015-11-30,484.655945,487.578247,476.632019,479.009460,461.949036,13807708
2015-12-01,477.474030,484.804535,476.111938,478.415100,461.375885,5990904
2015-12-02,478.588470,485.250305,477.721680,484.383514,467.131714,3495228
2015-12-03,482.872833,489.831879,482.476593,484.012054,466.773499,5243282
2015-12-04,481.585052,483.516754,476.186218,478.192230,461.160950,6204259
2015-12-07,478.192230,481.931763,470.415924,471.555115,454.760223,6684321
2015-12-08,469.994904,472.322845,463.654999,466.032471,449.434265,3476092
2015-12-09,463.704529,467.295502,452.139160,453.649841,437.492676,4233993
2015-12-10,456.918854,472.421906,455.680603,470.713104,453.948151,8580298
2015-12-11,471.406525,474.997498,467.023102,472.000916,455.190155,8378766
2015-12-14,469.351013,477.226379,468.558533,473.065796,456.217072,4875238
2015-12-15,474.006897,484.383514,472.347626,483.368164,466.152496,7254239
2015-12-16,483.368164,489.138458,482.179413,484.730255,467.466095,5582919
2015-12-17,485.423676,502.734589,484.408295,500.109467,482.297546,8938805
2015-12-18,497.187164,499.762756,490.351959,491.293030,473.795105,7391445
2015-12-21,489.311798,494.809692,487.553467,491.392090,473.890656,5691109
2015-12-22,491.738800,496.592804,487.380127,489.014618,471.597839,5343834
2015-12-23,491.243500,498.722595,490.351959,497.187164,479.479370,5962332
2015-12-24,497.236694,498.871185,493.472382,495.577423,477.926971,5492714
2015-12-28,495.602173,502.115448,495.304993,500.456177,482.631927,5946856
2015-12-29,500.456177,504.567200,498.846436,502.932709,485.020264,6882748
2015-12-30,502.734589,503.229889,496.295624,497.533875,479.813721,3761966
2015-12-31,496.989044,505.062500,494.859222,502.536469,484.638123,8530230
2016-01-01,500.158997,504.666260,499.366516,502.907928,484.996368,2499742
2016-01-04,497.781525,502.140198,488.717438,492.977081,475.419220,13923887
2016-01-05,495.453583,500.258057,493.819092,497.855835,480.124207,6897687
2016-01-06,499.069336,514.324707,495.503113,511.253815,493.045013,12349673
2016-01-07,505.731171,509.173553,499.292206,501.867798,483.993317,9109980
2016-01-08,505.211090,511.600525,503.576599,508.059113,489.964081,9836038
2016-01-11,503.205109,525.419556,500.753357,520.862732,502.311615,13391084
2016-01-12,522.546753,527.697937,515.662048,517.816589,499.373993,10786810
2016-01-13,521.605713,539.758606,518.683411,533.369202,514.372803,33136776
2016-01-14,526.930237,535.424683,521.580933,525.840576,507.112244,12840397
2016-01-15,529.852539,539.634827,527.796997,531.610840,512.677002,13276112
2016-01-18,532.452881,536.885864,499.316986,503.650879,485.712830,12578025
2016-01-19,509.668854,519.971191,502.288818,516.900330,498.490448,9917315
2016-01-20,512.591125,512.591125,490.351959,497.558655,479.837616,20820207
2016-01-21,503.997620,508.059113,483.764404,487.479187,470.117157,14661212
2016-01-22,492.357941,500.753357,492.357941,497.360504,479.646515,10929538
2016-01-25,500.258057,504.591980,495.304993,497.261444,479.550995,6045446
2016-01-27,499.316986,500.258057,493.794312,494.983063,477.353760,7961346
2016-01-28,495.800293,506.102661,493.868622,503.675659,485.736755,10648939
2016-01-29,504.691040,515.117188,504.220490,512.838806,494.573517,8850257
2016-02-01,515.092468,516.008728,507.960052,510.312744,492.137421,4577528
2016-02-02,510.312744,511.550995,490.599609,495.874603,478.213562,6816943
2016-02-03,489.361328,492.333160,482.922363,486.092316,468.779663,7241614
2016-02-04,489.361328,495.800293,478.316040,481.956543,464.791199,8401043
2016-02-05,484.953125,486.389526,476.186218,480.891632,463.764221,9690760
2016-02-08,480.990692,487.776367,474.477417,476.012878,459.059204,5574046
2016-02-09,471.976135,479.851501,470.539764,474.254547,457.363556,9047009
2016-02-10,471.381775,481.931763,469.871094,476.805359,459.823486,7791663
2016-02-11,476.904419,478.439880,453.451721,457.934235,441.624451,7898492
2016-02-12,462.565338,462.565338,439.880371,449.018738,433.026489,13530925
2016-02-15,454.690002,471.208405,454.690002,468.930023,452.228638,8899342
2016-02-16,471.084595,474.502197,459.147736,460.906067,444.490448,6010968
2016-02-17,463.159698,474.229767,453.897491,471.827545,455.022919,7126582
2016-02-18,476.953949,479.801971,463.605469,465.636230,449.052155,6660867
2016-02-19,465.586700,471.901855,464.274139,467.741272,451.082184,4723683
2016-02-22,467.617462,479.603821,467.617462,476.632019,459.656311,5893738
2016-02-23,477.028259,479.058990,466.948792,470.366394,453.613861,8763783
2016-02-24,468.013702,474.774597,466.577301,471.852325,455.046783,7008431
2016-02-25,472.620026,473.783997,466.007721,467.617462,450.962799,11457637
2016-02-26,472.025665,474.873657,467.716522,470.713104,453.948151,3853247
2016-02-29,471.183655,492.630371,463.110168,478.786591,461.734100,14321426
2016-03-01,477.820740,487.900208,477.795959,486.042786,468.731903,7593145
2016-03-02,491.788330,498.153015,488.989868,496.047974,478.380768,9278900
2016-03-03,500.258057,504.220490,494.066742,501.669678,483.802185,7328829
2016-03-04,502.239258,502.734589,497.038574,498.474945,480.721283,4147803
2016-03-08,499.019806,510.609924,499.019806,508.678253,490.561188,6102409
2016-03-09,505.211090,517.048889,504.517670,515.959229,497.582855,5471034
2016-03-10,516.132568,518.039490,499.762756,501.124847,483.276794,9555978
2016-03-11,502.685059,509.941254,500.555237,502.486938,484.590363,7069736
2016-03-14,504.765320,508.381042,501.719208,505.087280,487.098053,5482662
2016-03-15,507.192322,509.099243,502.784119,505.458771,487.456329,4840112
2016-03-16,505.706421,508.083862,498.004425,506.077881,488.053406,5106094
2016-03-17,508.678253,513.581787,501.248657,503.229889,490.345917,7768425
2016-03-18,504.344330,510.238434,503.081299,508.777313,495.751312,6475294
2016-03-21,509.148773,515.860168,506.573181,513.779907,500.625763,5864774
2016-03-22,513.631287,521.184692,512.962646,519.005371,505.717499,7076381
2016-03-23,518.534790,518.534790,506.399841,509.767914,496.716553,7756138
2016-03-28,510.164154,511.006165,503.056519,505.409210,492.469452,8339413
2016-03-29,507.093262,516.107788,505.310150,513.259827,500.119080,7324579
2016-03-30,516.454529,520.937012,516.454529,518.609131,505.331390,6670193
2016-03-31,515.612488,523.042114,511.501465,517.692810,504.438538,14229585
2016-04-01,514.671448,518.237610,507.687622,512.368286,499.250305,5713883
2016-04-04,515.117188,516.206848,507.836212,512.665466,499.539917,3983929
2016-04-05,510.832825,516.305908,506.300781,508.653473,495.630615,4734755
2016-04-06,511.204285,513.482727,506.498901,512.021545,498.912445,3226244
2016-04-07,512.591125,519.079651,506.251251,513.755127,500.601685,4056197
2016-04-08,513.086426,522.274353,510.758514,513.309326,500.167297,6189521
2016-04-11,513.631287,517.841370,511.650055,515.265808,502.073669,4757307
2016-04-12,515.265808,523.760254,514.151367,518.782471,505.500336,5152580
2016-04-13,521.333252,529.926819,521.333252,528.019897,514.501221,7401784
2016-04-18,527.896057,528.391357,522.744873,527.375977,513.873840,8798824
2016-04-20,529.580139,529.580139,513.036926,513.779907,500.625763,10008978
2016-04-21,515.810608,521.060852,512.640686,515.686829,502.483887,5252190
2016-04-22,514.621887,518.831970,509.817444,514.597107,501.422089,5401895
2016-04-25,517.321289,517.321289,501.397247,503.675659,490.780273,28224196
2016-04-26,502.932709,507.142792,499.019806,503.700409,490.804352,12197088
2016-04-27,504.170959,508.158173,503.229889,504.913910,491.986816,6692966
2016-04-28,502.239258,504.814850,490.822479,493.670502,481.031250,28589468
2016-04-29,492.060760,494.586823,484.829315,486.736237,474.274536,10835868
2016-05-02,484.903595,491.540680,484.408295,488.841278,476.325653,4901531
2016-05-03,489.361328,492.803711,481.807953,483.318634,470.944427,8109395
2016-05-04,482.451843,487.231537,481.931763,484.457825,472.054443,6251608
2016-05-05,485.398895,487.107697,480.891632,483.046204,470.678955,9998709
2016-05-06,481.931763,483.813934,478.959930,479.925781,467.638428,6806351
2016-05-09,482.922363,488.370728,481.832703,486.934357,474.467590,7082682
2016-05-10,486.934357,487.726837,484.408295,486.661926,474.202118,3345090
2016-05-11,481.337402,485.770386,480.445862,483.120514,470.751373,5694872
2016-05-12,483.417694,492.432220,482.947144,491.738800,479.149017,5900836
2016-05-13,489.831879,490.624359,482.922363,484.482574,472.078522,6760184
2016-05-16,483.912994,486.637177,480.990692,483.392914,471.016815,4304563
2016-05-17,485.522736,486.934357,478.638000,480.024841,467.734985,5610730
2016-05-18,478.415100,481.684113,477.523560,480.718262,468.410614,3797607
2016-05-19,481.287872,481.386932,468.360413,471.134125,459.071838,4215701
2016-05-20,471.530365,472.768616,461.302307,462.713928,450.867279,8558338
2016-05-23,464.274139,465.933411,458.479065,460.633667,448.840240,8475783
2016-05-24,459.667816,467.567932,459.667816,465.809601,453.883636,5668703
2016-05-25,470.465454,471.926605,466.156311,471.134125,459.071838,4264311
2016-05-26,470.539764,471.728485,467.617462,468.979553,456.972443,6548694
2016-05-27,470.069214,483.863464,469.920624,482.773773,470.413513,6184833
2016-05-30,483.615814,486.141876,477.969330,479.801971,467.517792,4445929
2016-05-31,479.950562,481.931763,473.759247,474.427887,462.281311,10768049
2016-06-01,474.477417,478.514160,471.431305,472.322845,460.230164,4173254
2016-06-02,472.768616,474.081177,468.112762,473.635406,461.509125,4732138
2016-06-03,475.492798,476.929199,473.437286,475.319458,463.150055,3988879
2016-06-06,475.988098,476.978729,471.802795,472.917206,460.809326,4002515
2016-06-07,474.130707,475.963348,471.332245,473.041046,460.929993,8747391
2016-06-08,474.502197,474.502197,470.118744,472.570496,460.471466,5600539
2016-06-09,475.492798,483.640564,473.610657,481.015442,468.700226,7219470
2016-06-10,482.427063,487.578247,479.603821,483.764404,471.378784,7530182
2016-06-13,480.396332,487.107697,477.003479,485.943726,473.502319,4713976
2016-06-14,485.869446,488.073547,480.099152,483.541504,471.161591,5041354
2016-06-15,485.398895,488.618378,482.303253,487.677307,475.191528,5136069
2016-06-16,485.894196,487.206757,478.984711,483.566284,471.185730,4325272
2016-06-17,483.912994,484.730255,480.495392,482.872833,470.510071,4861844
2016-06-20,481.510773,491.639740,479.455231,490.451019,477.894196,4965096
2016-06-21,492.382690,492.407471,485.250305,488.915558,476.398071,6430108
2016-06-22,487.875427,488.321198,483.962524,485.646545,473.212738,5901987
2016-06-23,485.374146,486.389526,480.445862,485.621796,473.188629,4540016
2016-06-24,477.919800,477.919800,462.317688,471.257935,459.192505,11530618
2016-06-27,465.834351,474.700317,465.834351,473.338226,461.219543,4228907
2016-06-28,473.709717,476.260529,473.016266,474.403137,462.257172,3509696
2016-06-29,476.483398,479.925781,475.492798,478.910400,466.649078,3472319
2016-06-30,481.436462,484.160645,478.984711,480.024841,467.734985,5887945
2016-07-01,481.807953,483.813934,480.445862,482.154663,469.810242,3050603
2016-07-04,483.170044,492.135040,483.170044,488.717438,476.204987,3601316
2016-07-05,488.420258,496.741394,485.547485,491.887390,479.293793,5242583
2016-07-07,491.590210,495.552643,488.445038,489.311798,476.784180,5551423
2016-07-08,488.866028,489.856659,483.591034,484.606415,472.199219,3295393
2016-07-11,490.847260,492.803711,488.123077,491.590210,479.004272,3815035
2016-07-12,492.952301,497.781525,490.847260,496.989044,484.264862,4507697
2016-07-13,497.880585,503.576599,497.360504,499.638916,486.846863,6883407
2016-07-14,499.316986,502.288818,494.438232,497.731995,484.988800,4964987
2016-07-15,499.762756,505.706421,497.038574,501.347717,488.511871,6457762
2016-07-18,509.173553,514.498047,496.171783,498.400665,485.640320,14817306
2016-07-19,498.276825,506.672241,492.977081,504.121429,491.214630,7683649
2016-07-20,505.186340,509.322144,503.502289,506.697021,493.724243,5660441
2016-07-21,507.192322,507.687622,497.781525,498.450195,485.688599,3097170
2016-07-22,498.276825,504.121429,497.831055,502.660278,489.790863,3184126
2016-07-25,502.239258,507.068512,498.945496,506.573181,493.603577,3803482
2016-07-26,506.697021,512.541626,502.833649,507.217102,494.231049,4853316
2016-07-27,506.721771,508.182922,499.737976,501.793488,488.946259,5090697
2016-07-28,502.709808,510.411804,501.768738,508.356293,495.341064,7204399
2016-07-29,507.192322,507.638092,501.248657,502.685059,489.815033,4444057
2016-08-01,504.220490,505.359680,497.806305,500.010406,487.208862,3681961
2016-08-02,499.267456,505.211090,498.425415,501.644897,488.801483,3558227
2016-08-03,502.437408,502.437408,491.094910,492.308411,479.704041,5479056
2016-08-04,494.809692,495.304993,487.082947,491.837860,479.245575,4701579
2016-08-05,494.314392,504.715790,493.843842,503.353699,490.466553,5588302
2016-08-08,505.161560,512.145386,504.542450,509.792664,496.740631,6256252
2016-08-09,508.678253,512.393005,505.706421,510.510864,497.440460,6133687
2016-08-10,510.783295,512.417786,496.295624,497.112854,484.385468,6217306
2016-08-11,496.270844,506.622711,495.106873,502.288818,489.428925,6539201
2016-08-12,503.725189,516.553589,503.725189,513.036926,499.901855,7552641
2016-08-16,513.259827,517.494690,502.982239,507.638092,494.641235,6169134
2016-08-17,507.241852,509.569794,498.871185,501.892548,489.042786,7147050
2016-08-18,503.229889,507.018982,503.229889,504.245270,491.335297,3576481
2016-08-19,504.220490,506.201721,498.821655,502.685059,489.815033,3774054
2016-08-22,501.248657,505.062500,498.871185,501.174377,488.343018,3084774
2016-08-23,501.248657,502.734589,497.781525,500.480927,487.667267,3378378
2016-08-24,501.100067,506.176941,500.753357,505.458771,492.517731,4024092
2016-08-25,505.805481,509.668854,499.762756,501.595367,488.753204,6904382
2016-08-26,504.170959,510.560394,502.536469,509.124023,496.089142,4448703
2016-08-29,508.802063,524.899475,508.232452,523.760254,510.350586,7473162
2016-08-30,526.013916,529.233398,521.556152,528.193237,514.670105,8385786
2016-08-31,527.450317,531.957581,518.584351,525.023315,511.581360,10750870
2016-09-01,521.556152,531.338440,508.034332,509.767914,496.716553,19669605
2016-09-02,510.708984,511.427185,496.444214,501.917328,489.066925,12979505
2016-09-06,505.161560,507.687622,502.734589,505.161560,492.228119,5312062
2016-09-07,506.201721,508.703003,501.768738,504.047150,491.142242,5966010
2016-09-08,506.721771,513.111206,505.310150,511.848175,498.743561,5633288
2016-09-09,512.640686,520.020752,510.164154,517.370850,504.124847,7047053
2016-09-12,510.362274,523.042114,509.743134,518.336670,505.065948,15545572
2016-09-14,519.079651,524.528015,515.562988,517.469910,504.221405,8586131
2016-09-15,518.584351,530.075439,518.584351,527.499817,513.994507,14477715
2016-09-16,528.490417,541.789368,524.577515,532.725281,519.086121,18148264
2016-09-19,531.239380,538.891846,530.471680,536.118164,522.392151,7696922
2016-09-20,536.910645,537.282104,529.505798,532.056641,518.434631,5321678
2016-09-21,531.957581,537.356384,529.481079,531.090820,517.493530,5050374
2016-09-22,536.415344,542.755249,534.434082,539.362366,525.553223,8658390
2016-09-23,539.387146,549.516113,539.387146,546.222351,532.237671,14346160
2016-09-26,546.519531,559.471741,544.959351,548.401672,534.361206,17635483
2016-09-27,553.255676,557.688660,548.104492,550.036194,535.953918,8941345
2016-09-28,548.748413,548.797974,538.049805,540.204407,526.373779,11454533
2016-09-29,542.359009,550.160034,528.688538,531.189880,517.590088,9811623
2016-09-30,528.985718,542.136108,528.143738,536.762024,523.019470,5168744
2016-10-03,538.396545,548.773193,533.072021,540.229187,526.397949,8364763
2016-10-04,541.393127,548.946533,540.873047,543.027649,529.124756,6051915
2016-10-05,546.816711,548.054993,537.802185,539.585266,525.770508,4979551
2016-10-06,540.873047,557.837280,540.873047,550.184814,536.098633,9742744
2016-10-07,551.769775,556.252258,548.054993,549.293274,535.229919,7051893
2016-10-10,551.769775,555.732239,541.863647,543.027649,529.124756,5332013
2016-10-13,539.387146,539.411926,521.060852,523.611694,510.205841,10124402
2016-10-14,526.509216,535.920044,525.840576,533.765442,520.099731,7045099
2016-10-17,534.929382,535.325623,524.404175,525.345276,511.895050,4535058
2016-10-18,527.995117,536.291504,526.038696,535.474243,521.764771,5110251
2016-10-19,537.133484,542.210388,535.622803,538.569885,524.781128,7879298
2016-10-20,541.838928,543.844910,536.935364,538.668945,524.877686,4672920
2016-10-21,543.349609,543.349609,524.230835,527.103577,513.608337,20125461
2016-10-24,529.976379,531.957581,525.345276,526.657837,513.174011,4851755
2016-10-25,527.499817,527.623657,522.150513,525.444336,511.991547,3534611
2016-10-26,523.066833,524.750916,521.110413,522.076233,508.709717,5051543
2016-10-27,520.615112,522.001953,516.801270,519.426331,506.127716,5926800
2016-10-28,520.070251,524.032715,516.999390,522.522034,509.144104,3751056
2016-11-01,520.714172,523.017334,518.782471,520.565552,507.237701,4718327
2016-11-02,515.612488,516.528809,505.706421,507.068512,494.086243,3248957
2016-11-03,507.118042,512.516846,505.508301,507.167572,494.182800,3374427
2016-11-04,505.334930,508.628723,495.304993,498.053955,485.302460,5323812
2016-11-07,502.239258,503.502289,494.834473,495.874603,483.178925,4387036
2016-11-08,498.128235,498.128235,494.462982,497.038574,484.313110,6198899
2016-11-09,470.539764,499.762756,460.633667,497.583405,484.844025,9986923
2016-11-10,504.517670,509.644073,498.772125,500.456177,487.643188,4506126
2016-11-11,494.240112,503.972839,492.878021,496.171783,483.468506,6818812
2016-11-15,493.571442,495.304993,485.176025,488.073547,475.577576,6685965
2016-11-16,492.828491,493.720032,485.745605,488.643158,476.132629,7638174
2016-11-17,488.370728,494.388702,482.625183,484.284454,471.885529,5827994
2016-11-18,487.875427,491.689270,486.389526,489.113678,476.591125,8382568
2016-11-21,489.138458,492.110291,486.983887,491.094910,478.521637,6106766
2016-11-22,494.165802,499.168396,491.986450,496.023193,483.323700,8143790
2016-11-23,497.781525,500.505707,495.082123,499.762756,486.967560,6049298
2016-11-24,498.053955,498.053955,486.488586,489.039398,476.518768,8728712
2016-11-25,490.351959,493.274261,487.553467,492.184570,479.583405,4824964
2016-11-28,491.837860,495.602173,487.429657,488.692688,476.180878,3836345
2016-11-29,489.856659,497.434814,489.386108,494.165802,481.513885,4562055
2016-11-30,495.280243,495.280243,488.692688,490.376709,477.821777,12735595
2016-12-01,495.304993,502.734589,492.828491,494.190552,481.537994,5827748
2016-12-02,493.274261,497.781525,491.243500,492.704651,480.090118,5760178
2016-12-05,492.828491,495.156403,488.618378,492.258881,479.655762,1840098
2016-12-06,493.323792,498.549255,492.630371,497.880585,485.133545,3104218
2016-12-07,497.286224,499.069336,493.497131,494.884003,482.213684,2275593
2016-12-08,497.806305,506.102661,497.459595,505.235870,492.300537,4038380
2016-12-09,506.201721,511.080475,505.359680,509.644073,496.595886,3802370
2016-12-12,505.458771,515.959229,505.458771,508.777313,495.751312,4164504
2016-12-13,509.173553,515.612488,508.950653,515.018127,501.832306,4783826
2016-12-14,515.018127,527.227417,514.225647,524.775635,511.340088,11140265
2016-12-15,521.258972,528.787598,519.401611,521.531433,508.178864,8921708
2016-12-16,521.060852,526.013916,521.060852,523.611694,510.205841,6895825
2016-12-19,522.546753,528.465698,522.224854,526.286316,512.812012,6926943
2016-12-20,522.398193,525.518616,521.630493,523.983154,510.567810,5394088
2016-12-21,525.072815,528.639038,523.636475,526.633057,513.149963,9399779
2016-12-22,524.032715,526.335876,520.540771,521.729553,508.371979,13334038
2016-12-23,521.060852,529.456299,521.060852,523.685974,510.278290,4737311
2016-12-26,522.224854,527.995117,517.420349,518.807251,505.524353,7070994
2016-12-27,519.005371,528.539978,518.584351,527.351257,513.849670,8049872
2016-12-28,528.936218,529.753479,518.633850,519.921692,506.610352,4447617
2016-12-29,520.070251,529.381958,519.822571,527.722717,514.211731,4048426
2016-12-30,527.400757,537.405945,526.558777,536.118164,522.392151,7251073
